Date,Time,Open,High,Low,Close,Volume
2022.11.07,12:00,1.14406,1.14682,1.14399,1.14627,12122
2022.11.07,12:15,1.14626,1.14652,1.14509,1.14565,9662
2022.11.07,12:30,1.14565,1.14601,1.14364,1.14399,9709
2022.11.07,12:45,1.14401,1.14541,1.14364,1.14516,8133
2022.11.07,13:00,1.14515,1.14647,1.14487,1.1452,8043
2022.11.07,13:15,1.1452,1.14678,1.14509,1.14653,8557
2022.11.07,13:30,1.14653,1.14763,1.1463,1.14699,8623
2022.11.07,13:45,1.147,1.147,1.14433,1.14442,8544
2022.11.07,14:00,1.14441,1.14516,1.14371,1.14469,9518
2022.11.07,14:15,1.14469,1.14539,1.14265,1.14294,10879
2022.11.07,14:30,1.14294,1.14421,1.14272,1.14378,10121
2022.11.07,14:45,1.14384,1.1453,1.14369,1.14524,10899
2022.11.07,15:00,1.14523,1.14733,1.14459,1.14676,18730
2022.11.07,15:15,1.14677,1.14773,1.1452,1.14606,15872
2022.11.07,15:30,1.14604,1.14657,1.1452,1.14548,13563
2022.11.07,15:45,1.14547,1.147,1.14478,1.14699,11697
2022.11.07,16:00,1.14698,1.14804,1.14695,1.14782,10399
2022.11.07,16:15,1.14783,1.14846,1.14669,1.14709,11713
2022.11.07,16:30,1.14709,1.14815,1.14537,1.14659,20847
2022.11.07,16:45,1.14659,1.14739,1.14451,1.1454,15953
2022.11.07,17:00,1.14541,1.14668,1.14471,1.14617,16776
2022.11.07,17:15,1.14616,1.14722,1.1441,1.14551,12904
2022.11.07,17:30,1.14551,1.14591,1.14431,1.14454,14608
2022.11.07,17:45,1.14454,1.147,1.14441,1.14653,15853
2022.11.07,18:00,1.14654,1.14658,1.1449,1.14578,10877
2022.11.07,18:15,1.14576,1.14697,1.14574,1.14659,9310
2022.11.07,18:30,1.1466,1.14711,1.14508,1.1456,9502
2022.11.07,18:45,1.1456,1.14632,1.1453,1.14606,9184
2022.11.07,19:00,1.14606,1.1494,1.14588,1.1489,9126
2022.11.07,19:15,1.14889,1.15074,1.1488,1.15041,7165
2022.11.07,19:30,1.15041,1.1508,1.14978,1.15024,5778
2022.11.07,19:45,1.15023,1.15186,1.14984,1.15177,5715
2022.11.07,20:00,1.15176,1.15204,1.15129,1.15169,4480
2022.11.07,20:15,1.15169,1.15379,1.1515,1.15369,4267
2022.11.07,20:30,1.1537,1.15409,1.15246,1.1527,7761
2022.11.07,20:45,1.1527,1.15363,1.15259,1.1531,5379
2022.11.07,21:00,1.1531,1.15375,1.15309,1.15357,5519
2022.11.07,21:15,1.15357,1.15407,1.15344,1.15359,5394
2022.11.07,21:30,1.15359,1.15413,1.15342,1.1537,4620
2022.11.07,21:45,1.1537,1.15404,1.15318,1.15325,5452
2022.11.07,22:00,1.15326,1.1538,1.15315,1.1535,4780
2022.11.07,22:15,1.15351,1.15364,1.15271,1.15309,4889
2022.11.07,22:30,1.15309,1.15354,1.15201,1.15209,3208
2022.11.07,22:45,1.15208,1.15209,1.1509,1.15107,5206
2022.11.07,23:00,1.15108,1.15204,1.15103,1.15159,2571
2022.11.07,23:15,1.15159,1.15177,1.1512,1.15135,1217
2022.11.07,23:30,1.15135,1.15141,1.15116,1.15121,365
2022.11.07,23:45,1.15119,1.15147,1.15114,1.15136,367
2022.11.08,00:00,1.1513,1.1513,1.1509,1.15107,54
2022.11.08,00:15,1.15108,1.15115,1.15085,1.15085,100
2022.11.08,00:30,1.15081,1.15105,1.15081,1.15086,1645
2022.11.08,00:45,1.15085,1.15101,1.15061,1.15078,338
2022.11.08,01:00,1.15083,1.15166,1.15066,1.15164,2096
2022.11.08,01:15,1.15165,1.15183,1.15131,1.15137,4477
2022.11.08,01:30,1.1514,1.15143,1.15081,1.15132,2272
2022.11.08,01:45,1.15132,1.15222,1.15122,1.15122,3815
2022.11.08,02:00,1.15122,1.15172,1.15062,1.15134,3727
2022.11.08,02:15,1.15134,1.15183,1.15123,1.15166,4101
2022.11.08,02:30,1.15168,1.15362,1.15165,1.15361,6534
2022.11.08,02:45,1.1536,1.15362,1.15252,1.15341,5004
2022.11.08,03:00,1.15342,1.15345,1.15198,1.15256,7942
2022.11.08,03:15,1.15257,1.15296,1.15141,1.15154,7238
2022.11.08,03:30,1.15152,1.15194,1.15131,1.15145,5111
2022.11.08,03:45,1.15145,1.15165,1.15081,1.15144,6127
2022.11.08,04:00,1.15143,1.15188,1.15102,1.15115,5863
2022.11.08,04:15,1.15117,1.15173,1.15103,1.15151,4265
2022.11.08,04:30,1.15152,1.15171,1.1507,1.15086,4971
2022.11.08,04:45,1.15086,1.15108,1.1503,1.15032,4744
2022.11.08,05:00,1.15031,1.15053,1.14978,1.1504,4682
2022.11.08,05:15,1.15039,1.15082,1.15032,1.1504,4049
2022.11.08,05:30,1.15042,1.15102,1.15032,1.1508,4193
2022.11.08,05:45,1.15082,1.15123,1.15067,1.15104,4114
2022.11.08,06:00,1.15104,1.15132,1.15033,1.15063,4020
2022.11.08,06:15,1.15062,1.15075,1.1497,1.14992,3559
2022.11.08,06:30,1.14992,1.14992,1.14903,1.14933,4374
2022.11.08,06:45,1.14934,1.14942,1.14873,1.14913,5255
2022.11.08,07:00,1.14913,1.14932,1.14845,1.14862,5092
2022.11.08,07:15,1.14861,1.149,1.1486,1.14892,5594
2022.11.08,07:30,1.14892,1.14894,1.14798,1.14889,6374
2022.11.08,07:45,1.14892,1.14961,1.1486,1.14864,6060
2022.11.08,08:00,1.14864,1.14949,1.14861,1.14885,5935
2022.11.08,08:15,1.14884,1.14941,1.14827,1.14832,5340
2022.11.08,08:30,1.14832,1.14975,1.14772,1.14959,5990
2022.11.08,08:45,1.14958,1.14965,1.14795,1.14855,7554
2022.11.08,09:00,1.14856,1.14935,1.14651,1.14678,11121
2022.11.08,09:15,1.14679,1.14782,1.14623,1.14776,7450
2022.11.08,09:30,1.14776,1.14783,1.14612,1.14684,8606
2022.11.08,09:45,1.14684,1.14701,1.14598,1.14696,5595
2022.11.08,10:00,1.14697,1.14841,1.14602,1.14782,13063
2022.11.08,10:15,1.14783,1.14784,1.14509,1.14622,16164
2022.11.08,10:30,1.14622,1.14796,1.1459,1.14749,13024
2022.11.08,10:45,1.14748,1.14762,1.14549,1.14553,11864
2022.11.08,11:00,1.14553,1.14596,1.1452,1.14543,6442
2022.11.08,11:15,1.14542,1.14763,1.14526,1.14718,7365
2022.11.08,11:30,1.14717,1.14766,1.14598,1.14763,10377
2022.11.08,11:45,1.14763,1.14939,1.14694,1.14911,12586
2022.11.08,12:00,1.14911,1.14934,1.14783,1.14824,11027
2022.11.08,12:15,1.14824,1.14859,1.14685,1.14741,8867
2022.11.08,12:30,1.14743,1.14829,1.14696,1.14734,7492
2022.11.08,12:45,1.14733,1.14791,1.14502,1.14544,8362
2022.11.08,13:00,1.14545,1.14607,1.14468,1.1457,7203
2022.11.08,13:15,1.1457,1.14703,1.14562,1.14643,6323
2022.11.08,13:30,1.14642,1.14713,1.14574,1.14601,5596
2022.11.08,13:45,1.14601,1.14761,1.14539,1.14648,8702
2022.11.08,14:00,1.14649,1.14687,1.1457,1.14574,9239
2022.11.08,14:15,1.14573,1.14574,1.14433,1.145,9967
2022.11.08,14:30,1.145,1.14601,1.14489,1.14571,8942
2022.11.08,14:45,1.14572,1.14582,1.14365,1.14399,9136
2022.11.08,15:00,1.144,1.14516,1.1432,1.14388,13033
2022.11.08,15:15,1.14388,1.14481,1.14357,1.14369,8765
2022.11.08,15:30,1.14369,1.14437,1.14294,1.14416,6871
2022.11.08,15:45,1.14416,1.14564,1.14409,1.14456,9046
2022.11.08,16:00,1.14456,1.14581,1.14441,1.14532,8863
2022.11.08,16:15,1.14531,1.14712,1.14524,1.14679,9257
2022.11.08,16:30,1.1468,1.14792,1.14602,1.14775,11705
2022.11.08,16:45,1.14774,1.14798,1.14631,1.14702,12837
2022.11.08,17:00,1.14702,1.15106,1.1469,1.15104,16191
2022.11.08,17:15,1.15105,1.15493,1.15099,1.15211,23277
2022.11.08,17:30,1.15212,1.15581,1.15151,1.15561,20485
2022.11.08,17:45,1.15561,1.1573,1.15515,1.15632,17494
2022.11.08,18:00,1.15633,1.15693,1.15532,1.15607,12282
2022.11.08,18:15,1.15607,1.15707,1.15592,1.15633,10713
2022.11.08,18:30,1.15633,1.15972,1.15594,1.15964,9938
2022.11.08,18:45,1.15963,1.1599,1.15854,1.15922,7731
2022.11.08,19:00,1.15923,1.15934,1.15776,1.15792,5831
2022.11.08,19:15,1.15793,1.15867,1.15723,1.15773,7061
2022.11.08,19:30,1.15773,1.15847,1.15733,1.15793,5338
2022.11.08,19:45,1.15793,1.15821,1.15736,1.1578,4543
2022.11.08,20:00,1.15779,1.15852,1.15722,1.15816,5572
2022.11.08,20:15,1.15816,1.15853,1.15501,1.15524,10385
2022.11.08,20:30,1.15523,1.15603,1.15417,1.15577,11295
2022.11.08,20:45,1.15579,1.15595,1.15423,1.15453,9259
2022.11.08,21:00,1.15453,1.15503,1.15269,1.15324,9605
2022.11.08,21:15,1.15323,1.15344,1.15185,1.15206,8202
2022.11.08,21:30,1.15207,1.15345,1.15122,1.15317,9683
2022.11.08,21:45,1.15318,1.15424,1.15266,1.15348,9412
2022.11.08,22:00,1.15348,1.15434,1.1534,1.1539,8461
2022.11.08,22:15,1.1539,1.15447,1.15384,1.15422,6871
2022.11.08,22:30,1.15421,1.15543,1.15364,1.15366,6841
2022.11.08,22:45,1.15367,1.15396,1.15323,1.15357,5363
2022.11.08,23:00,1.15356,1.15406,1.15342,1.15399,1459
2022.11.08,23:15,1.15399,1.15474,1.15399,1.15473,1175
2022.11.08,23:30,1.15473,1.15473,1.15436,1.15456,710
2022.11.08,23:45,1.15456,1.15459,1.15438,1.15441,193
2022.11.09,00:00,1.15428,1.15428,1.15364,1.15382,12
2022.11.09,00:15,1.15386,1.15425,1.15386,1.15416,24
2022.11.09,00:30,1.15409,1.15459,1.1537,1.15448,42
2022.11.09,00:45,1.15449,1.15461,1.1542,1.15447,114
2022.11.09,01:00,1.15451,1.15523,1.1541,1.15512,1599
2022.11.09,01:15,1.15513,1.15577,1.15472,1.15473,4142
2022.11.09,01:30,1.15475,1.15515,1.1543,1.15442,3220
2022.11.09,01:45,1.15443,1.15555,1.15401,1.15511,4144
2022.11.09,02:00,1.15511,1.15513,1.15295,1.15296,6372
2022.11.09,02:15,1.15297,1.15308,1.15243,1.15286,4710
2022.11.09,02:30,1.15287,1.15414,1.15287,1.15359,6044
2022.11.09,02:45,1.1536,1.15364,1.15275,1.15286,6653
2022.11.09,03:00,1.15287,1.15364,1.15224,1.15295,8641
2022.11.09,03:15,1.15294,1.15363,1.15271,1.15346,7073
2022.11.09,03:30,1.15346,1.15424,1.15319,1.15363,11773
2022.11.09,03:45,1.15362,1.15364,1.15263,1.15296,9310
2022.11.09,04:00,1.15296,1.15404,1.15296,1.15394,8136
2022.11.09,04:15,1.15393,1.15457,1.15378,1.15449,8735
2022.11.09,04:30,1.15448,1.15542,1.15406,1.15477,8710
2022.11.09,04:45,1.15478,1.15522,1.15443,1.15476,7719
2022.11.09,05:00,1.15476,1.15596,1.15473,1.15492,12412
2022.11.09,05:15,1.15491,1.15574,1.15468,1.15504,8302
2022.11.09,05:30,1.15504,1.15548,1.15391,1.15433,8211
2022.11.09,05:45,1.15433,1.15525,1.15416,1.15458,6745
2022.11.09,06:00,1.15459,1.15473,1.15356,1.15388,7994
2022.11.09,06:15,1.15387,1.15463,1.15366,1.15433,6670
2022.11.09,06:30,1.15434,1.15494,1.15418,1.15488,7930
2022.11.09,06:45,1.15488,1.15505,1.15382,1.15427,6069
2022.11.09,07:00,1.15427,1.15475,1.15355,1.15444,8836
2022.11.09,07:15,1.15444,1.15505,1.15396,1.15462,8440
2022.11.09,07:30,1.1546,1.15515,1.15334,1.15356,7083
2022.11.09,07:45,1.15356,1.15444,1.15338,1.15344,6902
2022.11.09,08:00,1.15345,1.15388,1.15294,1.15306,8331
2022.11.09,08:15,1.15307,1.15371,1.15302,1.15356,8055
2022.11.09,08:30,1.15355,1.15378,1.15294,1.15373,8878
2022.11.09,08:45,1.15372,1.15377,1.15279,1.15284,7979
2022.11.09,09:00,1.15356,1.15475,1.15333,1.15428,11256
2022.11.09,09:15,1.15429,1.15474,1.15334,1.15413,11143
2022.11.09,09:30,1.15414,1.15486,1.15283,1.15285,10545
2022.11.09,09:45,1.15286,1.15375,1.15179,1.15231,10625
2022.11.09,10:00,1.15231,1.15614,1.15224,1.1553,18316
2022.11.09,10:15,1.15529,1.15668,1.1549,1.15598,13644
2022.11.09,10:30,1.15597,1.15661,1.15567,1.15605,12316
2022.11.09,10:45,1.15605,1.15611,1.15395,1.15448,15065
2022.11.09,11:00,1.15449,1.15478,1.15188,1.15205,12791
2022.11.09,11:15,1.15203,1.15236,1.15027,1.15057,12473
2022.11.09,11:30,1.15056,1.1509,1.14688,1.14763,13654
2022.11.09,11:45,1.14763,1.14786,1.14371,1.14516,15552
2022.11.09,12:00,1.14517,1.14527,1.14185,1.14352,19562
2022.11.09,12:15,1.1435,1.14442,1.14231,1.14345,16037
2022.11.09,12:30,1.14346,1.14484,1.14272,1.14443,14652
2022.11.09,12:45,1.14443,1.1446,1.14276,1.14363,12384
2022.11.09,13:00,1.14362,1.14577,1.14354,1.14557,13002
2022.11.09,13:15,1.14557,1.1472,1.1451,1.14708,8721
2022.11.09,13:30,1.14708,1.1476,1.14589,1.14632,10111
2022.11.09,13:45,1.14631,1.14676,1.14546,1.14617,12108
2022.11.09,14:00,1.14617,1.14713,1.14537,1.14626,10962
2022.11.09,14:15,1.14627,1.14647,1.14498,1.14518,12319
2022.11.09,14:30,1.14517,1.14634,1.14416,1.14445,8034
2022.11.09,14:45,1.14446,1.14576,1.14416,1.14554,7920
2022.11.09,15:00,1.14554,1.14607,1.14357,1.1436,14679
2022.11.09,15:15,1.1436,1.1436,1.14059,1.14117,20258
2022.11.09,15:30,1.14117,1.14267,1.14084,1.14264,16418
2022.11.09,15:45,1.14263,1.14318,1.14044,1.14101,15343
2022.11.09,16:00,1.14101,1.14185,1.14069,1.14134,14098
2022.11.09,16:15,1.14134,1.14167,1.13921,1.13933,13107
2022.11.09,16:30,1.13934,1.14008,1.13825,1.13905,18567
2022.11.09,16:45,1.13905,1.14043,1.1387,1.13927,15206
2022.11.09,17:00,1.13928,1.14395,1.13927,1.14195,24213
2022.11.09,17:15,1.14195,1.14301,1.13868,1.13917,21580
2022.11.09,17:30,1.13917,1.14006,1.13556,1.13607,25054
2022.11.09,17:45,1.13607,1.13852,1.13585,1.13752,22264
2022.11.09,18:00,1.13753,1.14186,1.13749,1.14118,17531
2022.11.09,18:15,1.14118,1.14218,1.14094,1.14118,14459
2022.11.09,18:30,1.14118,1.1414,1.13982,1.14112,12420
2022.11.09,18:45,1.14111,1.14128,1.13913,1.13941,11181
2022.11.09,19:00,1.1394,1.14031,1.13832,1.13856,9347
2022.11.09,19:15,1.13856,1.13858,1.13732,1.13775,10574
2022.11.09,19:30,1.13775,1.13923,1.13768,1.13869,9138
2022.11.09,19:45,1.13868,1.13875,1.13777,1.13789,6138
2022.11.09,20:00,1.13789,1.13848,1.13636,1.13666,13907
2022.11.09,20:15,1.13666,1.13668,1.13546,1.1359,8388
2022.11.09,20:30,1.13591,1.13591,1.13335,1.13441,10417
2022.11.09,20:45,1.13442,1.13541,1.13336,1.13509,11282
2022.11.09,21:00,1.1351,1.13573,1.13435,1.13542,7811
2022.11.09,21:15,1.13541,1.13542,1.13448,1.13487,5777
2022.11.09,21:30,1.13489,1.13489,1.13337,1.13458,6921
2022.11.09,21:45,1.13459,1.13482,1.13376,1.13428,7852
2022.11.09,22:00,1.13427,1.13552,1.13417,1.1351,8154
2022.11.09,22:15,1.1351,1.13545,1.13489,1.13528,6975
2022.11.09,22:30,1.13529,1.1353,1.1344,1.1346,6110
2022.11.09,22:45,1.13461,1.1352,1.13436,1.1348,9055
2022.11.09,23:00,1.1348,1.13513,1.13471,1.13494,2910
2022.11.09,23:15,1.13493,1.13541,1.1347,1.13528,2035
2022.11.09,23:30,1.13527,1.13556,1.13524,1.13546,3457
2022.11.09,23:45,1.13547,1.13568,1.1354,1.13557,662
2022.11.10,00:00,1.1356,1.1356,1.1349,1.1349,8
2022.11.10,00:15,1.13487,1.13509,1.13486,1.13509,15
2022.11.10,00:30,1.1351,1.13525,1.1351,1.13517,19
2022.11.10,00:45,1.13516,1.13539,1.13506,1.13506,32
2022.11.10,01:00,1.13565,1.13591,1.13542,1.13556,1688
2022.11.10,01:15,1.13557,1.13628,1.13528,1.13594,3989
2022.11.10,01:30,1.13592,1.13647,1.1359,1.1364,3970
2022.11.10,01:45,1.13635,1.13689,1.13635,1.13674,3422
2022.11.10,02:00,1.13674,1.13693,1.13646,1.13668,5185
2022.11.10,02:15,1.1367,1.13761,1.13668,1.13733,4549
2022.11.10,02:30,1.13732,1.13833,1.13702,1.1378,4381
2022.11.10,02:45,1.1378,1.13794,1.13704,1.13761,5877
2022.11.10,03:00,1.13761,1.13884,1.13752,1.13808,9687
2022.11.10,03:15,1.13808,1.13915,1.13798,1.13892,11711
2022.11.10,03:30,1.13892,1.13901,1.13807,1.13831,11955
2022.11.10,03:45,1.13831,1.13919,1.13805,1.13864,9454
2022.11.10,04:00,1.13865,1.13902,1.13737,1.13794,10974
2022.11.10,04:15,1.13795,1.13823,1.1372,1.13748,8612
2022.11.10,04:30,1.13748,1.14002,1.1374,1.1395,10827
2022.11.10,04:45,1.1395,1.13951,1.13833,1.13911,7357
2022.11.10,05:00,1.13911,1.13998,1.1387,1.13971,8158
2022.11.10,05:15,1.13971,1.13984,1.13902,1.13913,3954
2022.11.10,05:30,1.13913,1.14051,1.139,1.14044,4801
2022.11.10,05:45,1.14046,1.14091,1.14012,1.14039,6340
2022.11.10,06:00,1.14039,1.14068,1.14019,1.14045,5507
2022.11.10,06:15,1.14046,1.14062,1.13955,1.13975,5649
2022.11.10,06:30,1.13975,1.14042,1.13957,1.1402,4782
2022.11.10,06:45,1.1402,1.14043,1.1398,1.14033,2687
2022.11.10,07:00,1.14033,1.14117,1.14009,1.1409,5795
2022.11.10,07:15,1.14092,1.14107,1.14039,1.14088,5533
2022.11.10,07:30,1.14088,1.14091,1.14002,1.14027,5359
2022.11.10,07:45,1.14028,1.14096,1.14011,1.14069,5578
2022.11.10,08:00,1.14069,1.14117,1.14019,1.1408,8153
2022.11.10,08:15,1.14079,1.14097,1.1393,1.13942,7098
2022.11.10,08:30,1.13942,1.14097,1.1391,1.14087,6472
2022.11.10,08:45,1.14086,1.14125,1.13958,1.13961,5716
2022.11.10,09:00,1.13961,1.13961,1.13781,1.13808,11159
2022.11.10,09:15,1.13808,1.13885,1.13676,1.13722,10044
2022.11.10,09:30,1.13723,1.13792,1.13647,1.1378,10271
2022.11.10,09:45,1.13781,1.139,1.13767,1.13827,9711
2022.11.10,10:00,1.13826,1.14058,1.13759,1.13876,16277
2022.11.10,10:15,1.13877,1.1398,1.13831,1.13882,13014
2022.11.10,10:30,1.13882,1.13997,1.13745,1.13964,13278
2022.11.10,10:45,1.13964,1.13991,1.13832,1.13863,13730
2022.11.10,11:00,1.13863,1.1395,1.13795,1.13864,11595
2022.11.10,11:15,1.13864,1.13881,1.13709,1.13767,10134
2022.11.10,11:30,1.13767,1.13881,1.13758,1.1384,9072
2022.11.10,11:45,1.13838,1.13853,1.13626,1.13662,9886
2022.11.10,12:00,1.13661,1.13893,1.13657,1.1385,11061
2022.11.10,12:15,1.1385,1.13907,1.13738,1.13757,14016
2022.11.10,12:30,1.13758,1.13869,1.13717,1.13824,11839
2022.11.10,12:45,1.13824,1.13955,1.13695,1.13953,10962
2022.11.10,13:00,1.13951,1.14005,1.1366,1.13844,13516
2022.11.10,13:15,1.13843,1.13952,1.13833,1.1392,8779
2022.11.10,13:30,1.1392,1.13958,1.13843,1.13849,8167
2022.11.10,13:45,1.13848,1.13872,1.13688,1.1374,7799
2022.11.10,14:00,1.1374,1.139,1.13727,1.13854,8073
2022.11.10,14:15,1.13853,1.13953,1.13833,1.13927,7394
2022.11.10,14:30,1.13927,1.14011,1.13829,1.1399,7294
2022.11.10,14:45,1.1399,1.14013,1.13902,1.13918,8693
2022.11.10,15:00,1.13919,1.14041,1.13877,1.14022,9188
2022.11.10,15:15,1.14023,1.14231,1.13952,1.14058,10420
2022.11.10,15:30,1.14062,1.15937,1.1402,1.15917,26471
2022.11.10,15:45,1.15921,1.16537,1.15881,1.16075,29808
2022.11.10,16:00,1.16077,1.1634,1.15929,1.16229,22480
2022.11.10,16:15,1.1623,1.16462,1.16034,1.16252,24875
2022.11.10,16:30,1.16253,1.16481,1.16202,1.16374,29289
2022.11.10,16:45,1.16374,1.16673,1.16369,1.16577,29741
2022.11.10,17:00,1.16577,1.16741,1.16476,1.16489,25460
2022.11.10,17:15,1.1649,1.16773,1.16423,1.16769,28274
2022.11.10,17:30,1.16768,1.16865,1.16656,1.16741,24096
2022.11.10,17:45,1.16741,1.16827,1.16674,1.16802,22290
2022.11.10,18:00,1.16804,1.16815,1.1657,1.1665,20538
2022.11.10,18:15,1.16651,1.16678,1.16496,1.16595,20858
2022.11.10,18:30,1.16596,1.16761,1.16569,1.16688,15248
2022.11.10,18:45,1.16689,1.16825,1.16675,1.16748,12012
2022.11.10,19:00,1.16748,1.16783,1.16638,1.16662,10273
2022.11.10,19:15,1.16662,1.16705,1.16548,1.16569,10737
2022.11.10,19:30,1.16569,1.16569,1.16321,1.16383,13168
2022.11.10,19:45,1.16383,1.16482,1.16271,1.16434,12423
2022.11.10,20:00,1.16434,1.16668,1.16434,1.16662,13880
2022.11.10,20:15,1.16663,1.16687,1.1649,1.16539,12273
2022.11.10,20:30,1.16538,1.16583,1.16447,1.16563,9401
